NoseX,NoseY,NoseC,NeckX,NeckY,NeckC,RShoulderX,RShoulderY,RShoulderC,RElbowX,RElbowY,RElbowC,RWristX,RWristY,RWristC,LShoulderX,LShoulderY,LShoulderC,LElbowX,LElbowY,LElbowC,LWristX,LWristY,LWristC,MidHipX,MidHipY,MidHipC,RHipX,RHipY,RHipC,RKneeX,RKneeY,RKneeC,RAnkleX,RAnkleY,RAnkleC,LHipX,LHipY,LHipC,LKneeX,LKneeY,LKneeC,LAnkleX,LAnkleY,LAnkleC,REyeX,REyeY,REyeC,LEyeX,LEyeY,LEyeC,REarX,REarY,REarC,LEarX,LEarY,LEarC,LBigToeX,LBigToeY,LBigToeC,LSmallToeX,LSmallToeY,LSmallToeC,LHeelX,LHeelY,LHeelC,RBigToeX,RBigToeY,RBigToeC,RSmallToeX,RSmallToeY,RSmallToeC,RHeelX,RHeelY,RHeelC,Label
0.481153,0.149985,0.827988,0.389902,0.18309,0.747365,0.308912,0.130672,0.611915,0.175772,0.183129,0.77831,0.107787,0.235595,0.771357,0.486384,0.232979,0.701931,0.567368,0.3986,0.773979,0.640453,0.542256,0.846928,0.259295,0.492543,0.420592,0.204425,0.453834,0.428053,0.363612,0.252078,0.823718,0.415945,0.498034,0.593463,0.311499,0.517389,0.343185,0.517736,0.412396,0.272465,0.643093,0.685856,0.275777,0.465539,0.122454,0.910994,0.489132,0.12522,0.770307,0.389841,0.100408,0.858101,0,0,0,0.734463,0.699661,0.223698,0,0,0,0.635254,0.71626,0.14533,0.473375,0.500764,0.134631,0,0,0,0.40548,0.522952,0.34971,0
0.486378,0.212187,0.936974,0.394502,0.215079,0.802198,0.273165,0.220684,0.686233,0.147658,0.276274,0.855316,0.18543,0.323652,0.855972,0.524274,0.209533,0.778782,0.687451,0.32364,0.892132,0.838042,0.418257,0.804753,0.415279,0.429365,0.705239,0.352593,0.454429,0.689753,0.486576,0.60463,0.791585,0.620456,0.810512,0.75389,0.473915,0.40154,0.605263,0.582589,0.342956,0.840473,0.749955,0.546146,0.702651,0.457176,0.195616,0.838845,0.499114,0.192763,0.550533,0.381928,0.167843,0.902011,0,0,0,0.850624,0.523909,0.643871,0.850392,0.521101,0.637151,0.733436,0.576825,0.578208,0.712402,0.832732,0.574485,0.670669,0.838403,0.548452,0.612119,0.832847,0.499562,0
0,0,0,0.718105,0.0747686,0.841656,0.763505,0.0393386,0.703722,0.734503,0.0284059,0.07963,0,0,0,0.671018,0.110125,0.643229,0.575072,0.194521,0.787381,0.502578,0.213673,0.785261,0.792491,0.298093,0.561977,0.835907,0.289901,0.475764,0.843191,0.521381,0.692519,0.919185,0.693044,0.622617,0.752593,0.306235,0.528051,0.645754,0.445125,0.861583,0.716351,0.611284,0.657458,0,0,0,0,0,0,0.700068,0.0283446,0.0907416,0.654754,0.0747012,0.354618,0.70734,0.682049,0.544546,0.705514,0.673924,0.53697,0.734472,0.619485,0.514819,0.942788,0.723,0.283456,0.924686,0.733917,0.3313,0.933749,0.703942,0.292621,0
0.352833,0.143077,0.949357,0.390244,0.184793,0.900697,0.310867,0.193206,0.863173,0.260633,0.257355,0.868403,0.181015,0.293687,0.870559,0.482341,0.168073,0.846938,0.591252,0.193245,0.795635,0.678915,0.240677,0.848557,0.457347,0.313237,0.717312,0.415231,0.329947,0.758116,0.381978,0.438759,0.809774,0.448805,0.547514,0.366325,0.515797,0.299148,0.717873,0.448849,0.327249,0.843248,0.545011,0.455496,0.741525,0.340087,0.131876,0.852266,0.377607,0.123646,0.899972,0.315046,0.129133,0.660871,0.407001,0.117903,0.859049,0.515951,0.488909,0.505047,0.549168,0.483401,0.520823,0.561809,0.463864,0.565506,0.45305,0.675833,0.197775,0.444623,0.675781,0.153757,0.48644,0.567038,0.271374,0
0.391145,0.0977762,0.946796,0.418859,0.141895,0.925295,0.389348,0.144984,0.865879,0.33414,0.200068,0.72124,0.28255,0.238806,0.827343,0.450139,0.1228,0.876599,0.514564,0.15039,0.790965,0.568016,0.166888,0.904801,0.420669,0.252485,0.735095,0.404125,0.252568,0.752851,0.332367,0.194621,0.796158,0.289992,0.338191,0.752781,0.437259,0.249766,0.604919,0.44822,0.188954,0.943547,0.420611,0.354748,0.80747,0.38382,0.0867848,0.804945,0.39486,0.0785534,0.916666,0,0,0,0.416922,0.075841,0.92214,0.415153,0.382382,0.651608,0.428061,0.382435,0.68987,0.415137,0.363154,0.588479,0.273365,0.357473,0.625811,0.267833,0.343704,0.668134,0.297303,0.351988,0.612298,0
0.444982,0.240446,0.879163,0.432414,0.279485,0.925235,0.390652,0.287694,0.862355,0.352831,0.321078,0.975141,0.310984,0.343501,0.938616,0.478373,0.279268,0.924366,0.516094,0.321061,0.906302,0.562128,0.362925,0.633048,0.457679,0.360142,0.802469,0.436659,0.365598,0.825266,0.353077,0.365575,0.909326,0.449228,0.424095,0.819302,0.486761,0.35452,0.80607,0.520163,0.340676,0.896743,0.578904,0.410238,0.870402,0.428233,0.234896,0.922522,0.44921,0.234911,0.962871,0.415513,0.237724,0.93311,0.453583,0.243191,0.313053,0.583173,0.42687,0.704475,0.591579,0.418561,0.680659,0.578891,0.418587,0.583082,0.453419,0.435257,0.549132,0.449183,0.435402,0.577483,0.465959,0.42693,0.587294,0
0,0,0,0.732418,0.39677,0.857035,0.750319,0.377664,0.908456,0.780822,0.358705,0.898219,0.775391,0.336777,0.860831,0.709189,0.418635,0.88988,0.712792,0.46772,0.788079,0,0,0,0.762826,0.489589,0.833036,0.777125,0.481338,0.74908,0.750301,0.464932,0.279893,0.764623,0.514187,0.83073,0.748556,0.495039,0.744368,0.696727,0.497705,0.854607,0.737838,0.557755,0.919574,0,0,0,0,0,0,0.734203,0.361307,0.627421,0.716348,0.380258,0.696759,0.723511,0.574132,0.720167,0.72531,0.576832,0.782237,0.750321,0.560456,0.800743,0.75211,0.533216,0.200536,0,0,0,0.766429,0.519584,0.748755,0
0.415773,0.0956052,0.857324,0.457531,0.104037,0.889564,0.407372,0.123598,0.81247,0.340448,0.142838,0.824256,0.244042,0.170771,0.835286,0.520178,0.0900796,0.768164,0.620849,0.0760778,0.879304,0.717085,0.0566433,0.945479,0.520461,0.201447,0.746066,0.486953,0.209841,0.768523,0.3739,0.140201,0.756475,0.340373,0.209747,0.604984,0.553879,0.19033,0.728575,0.55377,0.112346,0.828783,0.583133,0.193047,0.531991,0.407277,0.090096,0.739577,0.419889,0.0790815,0.876406,0,0,0,0.453496,0.0788916,0.856542,0,0,0,0,0,0,0.587153,0.190289,0.184218,0,0,0,0,0,0,0.340469,0.207012,0.305,0
0.455379,0.153167,0.898501,0.488346,0.136555,0.868998,0.429481,0.139182,0.732115,0.359334,0.103402,0.801275,0.278116,0.0756618,0.862298,0.54387,0.128297,0.78336,0.606595,0.117157,0.832449,0.636069,0.0866878,0.832237,0.521595,0.25544,0.802933,0.48836,0.255523,0.780521,0.396254,0.186371,0.942905,0.341017,0.280365,0.799999,0.558486,0.255368,0.692902,0.558484,0.175214,0.769581,0.517854,0.280333,0.857737,0.451369,0.144814,0.883006,0.46265,0.142151,0.911895,0,0,0,0.50314,0.133777,0.714507,0.514227,0.299771,0.680966,0.521706,0.299811,0.605889,0.517817,0.294142,0.669953,0.311344,0.296823,0.681849,0.303861,0.288588,0.704213,0.355544,0.297026,0.593011,0
0.55351,0.356158,0.276657,0.578519,0.32003,0.882241,0.482317,0.325565,0.784115,0.377784,0.408983,0.906047,0.319289,0.500464,0.927151,0.666407,0.306191,0.777778,0.812927,0.358887,0.878729,0.817204,0.439482,0.885667,0.553388,0.397833,0.852698,0.494834,0.397777,0.757401,0.494937,0.519891,0.849251,0.432204,0.680951,0.79394,0.616008,0.403286,0.803208,0.654118,0.508828,0.845528,0.582851,0.592243,0.845395,0.549406,0.347836,0.133707,0.578471,0.345166,0.109206,0.52018,0.333977,0.356794,0.616377,0.320075,0.325436,0.649768,0.65327,0.645524,0.653757,0.639363,0.558322,0.549362,0.594899,0.665784,0.515791,0.739246,0.762905,0.482329,0.739247,0.778336,0.411272,0.689314,0.781847,0
0.519931,0.191395,0.888602,0.620235,0.208173,0.877105,0.582921,0.194208,0.749653,0.540943,0.163348,0.549645,0.48671,0.123973,0.835061,0.653716,0.213816,0.876535,0.725027,0.25303,0.753377,0.733448,0.2335,0.846668,0.64131,0.370696,0.778951,0.611947,0.351146,0.724939,0.444602,0.328786,0.84712,0.452895,0.463206,0.838109,0.666426,0.390251,0.760114,0.54098,0.460394,0.899655,0.507517,0.611724,0.809136,0.515664,0.185671,0.0686997,0.524195,0.185683,0.788511,0,0,0,0.570145,0.169068,0.774155,0.427979,0.61453,0.735994,0.453162,0.622965,0.704057,0.515899,0.631338,0.784733,0.361028,0.46049,0.720722,0.377653,0.457663,0.732594,0.465611,0.482739,0.81143,0
0.803709,0.3161,0.871294,0.803798,0.341115,0.844468,0.726464,0.316043,0.79357,0.605718,0.324572,0.759908,0.600717,0.302263,0.835407,0.895317,0.363463,0.784269,0.880905,0.391387,0.822316,0.822893,0.413662,0.871501,0.668408,0.438756,0.75074,0.634563,0.419197,0.695814,0.605776,0.410777,0.769876,0.36898,0.491705,0.763576,0.702282,0.458353,0.768242,0.745619,0.550337,0.849261,0.518622,0.659032,0.81524,0.794061,0.299286,0.961942,0.837447,0.304924,0.900393,0.765054,0.293756,0.270821,0.890568,0.321495,0.841114,0.499301,0.723038,0.733217,0.523669,0.71758,0.784207,0.475137,0.661849,0.653834,0.325448,0.511226,0.707765,0.301274,0.499963,0.744322,0.364192,0.502894,0.59904,0
0.519831,0.142959,0.957651,0.55331,0.145854,0.947256,0.482373,0.162511,0.862947,0.38209,0.234998,0.920721,0.310821,0.299274,0.902232,0.620532,0.134649,0.832659,0.762712,0.123622,0.868711,0.750006,0.168292,0.935292,0.561903,0.254647,0.80318,0.520119,0.257317,0.82892,0.4238,0.254614,0.894771,0.344327,0.366294,0.872686,0.603731,0.254526,0.738744,0.666474,0.21008,0.829816,0.620238,0.332731,0.845596,0.503321,0.129111,0.830493,0.528356,0.126273,0.859453,0.482275,0.120748,0.163335,0.561842,0.115116,0.812689,0.607825,0.349515,0.71213,0.628737,0.352301,0.711576,0.607921,0.343865,0.635805,0.356807,0.391388,0.801074,0.327545,0.388608,0.811791,0.323453,0.371765,0.674686,0
0.490821,0.299202,0.94245,0.557739,0.304806,0.878723,0.486639,0.321548,0.83558,0.402855,0.301969,0.804815,0.315165,0.279783,0.904087,0.641377,0.2991,0.822602,0.75016,0.265753,0.835072,0.850613,0.221134,0.839162,0.607763,0.435965,0.8259,0.553528,0.444259,0.812367,0.448822,0.499944,0.934303,0.448636,0.625578,0.804562,0.649811,0.433178,0.854259,0.587005,0.458263,0.946173,0.615994,0.620004,0.836626,0.482425,0.290916,0.607154,0.50328,0.282498,0.876377,0,0,0,0.549056,0.274127,0.889497,0.566028,0.659123,0.808314,0.59947,0.659132,0.795774,0.620335,0.633996,0.714296,0.398727,0.65344,0.719319,0.386003,0.63958,0.800283,0.45734,0.636794,0.847798,0
0.530754,0.334362,0.838297,0.476452,0.33157,0.833201,0.491072,0.336937,0.86854,0.459923,0.402518,0.889134,0.524433,0.416336,0.783026,0.461948,0.320761,0.74591,0.461895,0.405396,0.29651,0.522441,0.410902,0.357929,0.428603,0.487338,0.697307,0.445281,0.484576,0.685507,0.541218,0.511913,0.879949,0.507722,0.626775,0.748361,0.411887,0.490007,0.630408,0.491049,0.555627,0.893128,0.455575,0.667592,0.822489,0.534922,0.317874,0.885268,0,0,0,0.51204,0.296107,0.899346,0,0,0,0.484894,0.711427,0.74633,0.478653,0.708596,0.684571,0.438927,0.673172,0.706915,0.553707,0.662248,0.52147,0.541174,0.664983,0.538919,0.493241,0.632208,0.669801,0
0.406977,0.258473,0.862713,0.398708,0.275078,0.905824,0.352677,0.274965,0.944179,0.285779,0.255756,0.945573,0.281405,0.225149,0.910112,0.444754,0.277649,0.965462,0.486666,0.288826,0.887266,0.544985,0.283293,0.878796,0.411254,0.352527,0.856293,0.38211,0.360795,0.931908,0.394486,0.40781,0.871698,0.432128,0.477336,0.870121,0.42791,0.34436,0.831956,0.453007,0.341436,0.950742,0.528404,0.410625,0.921267,0.39048,0.255609,0.900302,0.415247,0.25555,0.926932,0.385936,0.252889,0.755402,0.419828,0.252923,0.879871,0.561966,0.410671,0.767201,0.574344,0.407795,0.766873,0.524307,0.421775,0.807182,0.432091,0.499389,0.80963,0.415278,0.499371,0.860916,0.44893,0.485512,0.759634,0
0,0,0,0.401113,0.226853,0.794361,0.487339,0.207983,0.721209,0.4756,0.262375,0.571357,0.51478,0.341401,0.799609,0.314855,0.235126,0.678945,0.193247,0.29229,0.697954,0.0716061,0.34136,0.816791,0.463945,0.412199,0.624881,0.526616,0.401301,0.612472,0.644239,0.496671,0.806958,0.718766,0.575762,0.739236,0.404995,0.423183,0.637223,0.358073,0.526664,0.849332,0.393459,0.660211,0.738088,0,0,0,0,0,0,0.487334,0.18329,0.191351,0.385494,0.180605,0.131442,0.373697,0.728306,0.621767,0.36579,0.72556,0.636098,0.420762,0.684731,0.641948,0.824542,0.619276,0.43154,0.824507,0.616622,0.482406,0.730436,0.589371,0.52317,0
0.214916,0.188567,0.957559,0.252393,0.233436,0.957309,0.181305,0.236206,0.93367,0.110305,0.255736,0.842405,0.0476541,0.197046,0.840819,0.319583,0.230568,0.868826,0.390716,0.303391,0.872468,0.457676,0.359525,0.84705,0.281792,0.367891,0.861476,0.231622,0.370705,0.798293,0.0893015,0.426675,0.862941,0.152325,0.549966,0.816719,0.323643,0.365002,0.778719,0.411543,0.390376,0.916493,0.415871,0.533101,0.808062,0.194006,0.174596,0.867762,0.223373,0.171809,0.887422,0.181272,0.171863,0.251152,0.256784,0.166342,0.887907,0.411462,0.566741,0.592897,0.436577,0.563949,0.575917,0.407281,0.547119,0.620894,0.0853065,0.575094,0.699048,0.0851274,0.569468,0.704574,0.185631,0.566735,0.678995,0
0.421911,0.251409,0.927127,0.566101,0.207897,0.848294,0.58425,0.175169,0.706987,0.614292,0.0961814,0.885167,0.593328,0.0497219,0.862897,0.545158,0.237818,0.697306,0.517971,0.297893,0.868239,0.388789,0.349564,0.796802,0.755618,0.458542,0.566955,0.782744,0.472156,0.524413,0.626324,0.600364,0.734821,0.731653,0.788263,0.667813,0.73157,0.442184,0.534348,0.491098,0.447777,0.849481,0.611418,0.641072,0.728527,0,0,0,0.418807,0.229727,0.936563,0,0,0,0.457921,0.186025,0.86245,0.539205,0.692924,0.723105,0.560139,0.695598,0.58562,0.638452,0.646568,0.595718,0.686459,0.796414,0.0905194,0.683412,0.796439,0.0900969,0.755652,0.796503,0.480263,0
0.535087,0.363367,0.91715,0.491359,0.393417,0.902217,0.43158,0.363494,0.788246,0.325258,0.379595,0.850749,0.229995,0.417904,0.854499,0.548615,0.420605,0.827485,0.611374,0.491492,0.844259,0.684865,0.556769,0.916224,0.439658,0.529653,0.674492,0.398836,0.518709,0.628282,0.455997,0.44787,0.841776,0.404286,0.622293,0.817942,0.472432,0.53515,0.662061,0.605945,0.524193,0.808973,0.575984,0.679461,0.838539,0.532467,0.341712,0.923548,0.554087,0.360557,0.925033,0.510511,0.317239,0.920579,0,0,0,0.641266,0.695849,0.553941,0.635826,0.687707,0.525647,0.556842,0.690407,0.654342,0.404231,0.644005,0.526505,0.382406,0.638595,0.554206,0.404263,0.635907,0.56916,0
0.604841,0.122804,0.836041,0.538523,0.0923521,0.677143,0.509009,0.0951045,0.699606,0.474074,0.230301,0.836792,0.556973,0.280202,0.680239,0.569857,0.0923072,0.445634,0.650858,0.144986,0.826572,0.719014,0.211048,0.843719,0.429891,0.258079,0.387906,0.405889,0.252532,0.561655,0.523877,0.211007,0.886593,0.510943,0.404505,0.708654,0.453829,0.263631,0.253748,0.593787,0.255408,0.783536,0.553327,0.4487,0.440787,0.599372,0.10072,0.868979,0,0,0,0.569814,0.0592776,0.848431,0,0,0,0.595598,0.459733,0.273624,0,0,0,0.542192,0.465268,0.296505,0.538535,0.43222,0.374643,0.525643,0.437657,0.473534,0.503557,0.42659,0.675662,0
0.33904,0.126469,0.875496,0.299993,0.139995,0.774883,0.275809,0.150976,0.754914,0.277704,0.29812,0.861663,0.288869,0.412526,0.845284,0.320509,0.120991,0.637151,0.346525,0.101936,0.216092,0.355842,0.0992914,0.627093,0.259127,0.26807,0.688354,0.233091,0.251767,0.685915,0.244247,0.28717,0.824835,0.214509,0.45341,0.784325,0.281484,0.276282,0.609681,0.274049,0.407089,0.571526,0.247994,0.526884,0.295812,0.333472,0.118221,0.924179,0.346526,0.115584,0.648443,0.305632,0.0993599,0.827843,0,0,0,0.218236,0.638531,0.407638,0.227578,0.633174,0.418129,0.22011,0.551408,0.171734,0.21263,0.488759,0.665398,0.199632,0.483284,0.711199,0.21268,0.466982,0.546364,0
0.519643,0.220602,0.887218,0.572088,0.215047,0.870849,0.483256,0.265745,0.747139,0.519875,0.392436,0.920847,0.566993,0.499694,0.886696,0.650804,0.169802,0.822693,0.770873,0.113543,0.840946,0.90189,0.071192,0.885797,0.598128,0.327822,0.807504,0.519974,0.339,0.763776,0.399172,0.375603,0.914169,0.477885,0.519428,0.850687,0.650944,0.324987,0.819627,0.739622,0.392504,0.919609,0.728925,0.513816,0.841631,0.483202,0.212094,0.876092,0.530271,0.206569,0.8458,0,0,0,0.582621,0.172789,0.697643,0.812961,0.556066,0.826703,0.818236,0.550252,0.834029,0.69244,0.530589,0.806854,0.425621,0.561632,0.768627,0.399329,0.553128,0.798061,0.498969,0.530581,0.74922,0
0.401303,0.205122,0.904599,0.363282,0.169729,0.824664,0.295134,0.180694,0.777357,0.180597,0.270567,0.840061,0.0933691,0.360408,0.838161,0.436806,0.161652,0.811673,0.513179,0.20806,0.888576,0.56762,0.295021,0.841162,0.365945,0.297792,0.722264,0.325024,0.308695,0.683746,0.319607,0.425898,0.599869,0.33601,0.521235,0.791156,0.406873,0.292282,0.680992,0.472234,0.295232,0.839476,0.48841,0.406782,0.784613,0.387713,0.188849,0.769319,0.406817,0.186214,0.37668,0.349549,0.161609,0.711104,0,0,0,0.532029,0.453127,0.773665,0.537554,0.444861,0.729722,0.466769,0.412266,0.556976,0.341427,0.559438,0.669929,0.319672,0.556741,0.759194,0.34415,0.526731,0.510672,0
0.825952,0.273444,0.627067,0.862764,0.251619,0.799096,0.88924,0.2599,0.690134,0.944418,0.336128,0.790161,0.989415,0.398891,0.771958,0.84031,0.243488,0.778051,0.856526,0.270682,0.874832,0.838211,0.325301,0.836219,0.911788,0.382531,0.719253,0.926044,0.382459,0.650156,0.840267,0.437009,0.8851,0.905526,0.535006,0.856215,0.905576,0.382617,0.710732,0.848473,0.485956,0.797745,0.948527,0.513344,0.812989,0,0,0,0.825877,0.265318,0.602833,0,0,0,0.825992,0.243506,0.70313,0.948508,0.570536,0.778608,0.956622,0.559599,0.787465,0.96281,0.502451,0.621044,0.881084,0.567763,0.80441,0.885153,0.557001,0.759382,0.909692,0.537943,0.636085,0
